RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   88   95     0     0  con    0  1.0D+00  1.4D-02  1.341D+00  4.713D+02
   89   96     0     0  con    0  1.0D+00  2.2D-02  1.010D+00  4.713D+02
   90   97     0     0  con    0  1.0D+00  5.3D-02  1.428D+00  4.712D+02
   91   98     0     0  con    0  1.0D+00  4.3D-02  1.056D+00  4.711D+02
   92   99     0     0  con    0  1.0D+00  6.8D-03  1.069D+00  4.711D+02
   93  100     0     0  con    0  1.0D+00  2.0D-02  7.383D-01  4.711D+02
   94  101     0     0  con    0  1.0D+00  2.7D-02  1.158D+00  4.711D+02
   95  102     0     0  con    0  1.0D+00  2.2D-02  8.673D-01  4.710D+02
   96  103     0     0  con    0  1.0D+00  1.8D-02  6.385D-01  4.710D+02
   97  104     0     0  con    0  1.0D+00  1.7D-02  9.040D-01  4.710D+02
   98  105     0     0  con    0  1.0D+00  2.7D-02  8.894D-01  4.710D+02
   99  106     0     0  con    0  1.0D+00  4.5D-02  3.162D+00  4.710D+02
  100  107     0     0  con    0  1.0D+00  7.2D-03  6.358D-01  4.709D+02

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 1.196E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.750D+04  1.217D+04
    1    3     1     0  ---    1  4.6D-06  3.2D-01  1.356D+04  1.037D+04
    2    4     0     0  con    0  1.0D+00  1.1D-01  1.080D+04  7.552D+03
    3    5     0     0  con    0  1.0D+00  4.1D-01  3.196D+03  2.031D+03
    4    6     0     0  con    0  1.0D+00  1.6D-01  1.884D+03  1.289D+03
    5    7     0     0  con    0  1.0D+00  2.1D-   73   81     0     0  con    0  1.0D+00  2.0D-01  3.667D+00  6.024D+01
   74   82     0     0  con    0  1.0D+00  1.2D-01   47   51     0     0  con    0  1.0D+00  4.7D-01  6.223D-01  1.098D+01
   48   52     0     0  con    0  1.0D+00  5.0D-01  3.485D-01  1.078D+01
   49   53     0     0  con    0  1.0D+00  2.0D-01  3.035D-01  1.063D+01
   50   54     0     0  con    0  1.0D+00  1.8D-01  4.434D-01  1.052D+01
   51   55     0     0  con    0  1.0D+00  1.6D-01  4.242D-01  1.043D+01
   52   56     0     0  con    0  1.0D+00  6.5D-02  2.271D-01  1.037D+01
   53   57     0     0  con    0  1.0D+00  1.4D-01  2.147D-01  1.030D+01
   54   58     0     0  con    0  1.0D+00  1.6D-01  2.660D-01  1.025D+01
   55   59     0     0  con    0  1.0D+00  1.8D-01  1.909D-01  1.020D+01
   56   60     0     0  con    0  1.0D+00  8.9D-02  1.411D-01  1.017D+01
   57   61     0     0  con    0  1.0D+00  3.7D-02  1.008D-01  1.016D+01
   58   62     0     0  con    0  1.0D+00  8.9D-02  1.304D-01  1.014D+01
   59   63     0     0  con    0  1.0D+00  5.8D-02  1.301D-01  1.014D+01
   60   64     0     0  con    0  1.0D+00  1.3D-02  4.838D-02  1.013D+01
   61   65     0     0  con    0  1.0D+00  1.3D-02  3.839D-02  1.013D+01
   62   66     0     0  con    0  1.0D+00  3.0D-02  4.775D-02  1.013D+01
   63   68     0     0  con    1  4.4D-01  2.0D-02  7.533D-02  1.012D+01
   64   69     0     0  con    0  1.0D+00  2.3D-02  4.355D-02  1.012D+01
   65   70     0     0  con    0  1.0D+00  1.5D-02  2.320D-02  1.012D+01
   66   71     0     0  con    0  1.0D+00  1.4D-02  2.208D-02  1.012D+01
   67   72     0     0  con    0  1.0D+00  1.7D-02  2.198D-02  1.012D+01
   68   74     0     0  con    1  4.6D-01  1.0D-02  2.280D-02  1.012D+01
   69   75     0     0  con    0  1.0D+00  5.3D-03  1.260D-02  1.012D+01
   70   76     0     0  con    0  1.0D+00  5.2D-03  1.100D-02  1.012D+01
   71   77     0     0  con    0  1.0D+00  7.0D-03  1.190D-02  1.012D+01
   72   78     0     0  con    0  1.0D+00  7.2D-03  1.242D-02  1.012D+01
   73   79     0     0  con    0  1.0D+00  1.3D-03  7.427D-03  1.012D+01
   74   80     0     0  con    0  1.0D+00  2.0D-03  5.707D-03  1.012D+01
   75   81     0     0  con    0  1.0D+00  2.4D-03  4.984D-03  1.012D+01
   76   83     0     0  con    1  2.6D-01  1.8D-03  1.151D-02  1.012D+01
   77   84     0     0  con    0  1.0D+00  2.9D-03  4.817D-03  1.012D+01
   78   85     0     0  con    0  1.0D+00  1.2D-03  4.733D-03  1.012D+01
   79   86     0     0  con    0  1.0D+00  1.3D-03  4.943D-03  1.012D+01
   80   87     0     0  con    0  1.0D+00  1.5D-03  5.352D-03  1.012D+01
   81   89     0     0  con    1  4.3D-01  1.2D-03  4.331D-03  1.012D+01
   82   90     0     0  con    0  1.0D+00  1.5D-03  3.694D-03  1.012D+01
   83   91     0     0  con    0  1.0D+00  6.2D-04  4.207D-03  1.012D+01
   84   92     0     0  con    0  1.0D+00  1.1D-03  3.636D-03  1.012D+01
   85   93     0     0  con    0  1.0D+00  1.1D-03  5.086D-03  1.012D+01
   86   94     0     0  con    0  1.0D+00  4.9D-04  4.218D-03  1.012D+01
   87   95     0     0  con    0  1.0D+00  8.9D-04  3.563D-03  1.012D+01
   88   96     0     0  con    0  1.0D+00  8.1D-04  3.009D-03  1.012D+01
   89   97     0     0  con    0  1.0D+00  2.2D-03  3.718D-03  1.012D+01
   90   98     0     0  con    0  1.0D+00  1.2D-03  3.092D-03  1.012D+01
   91   99     0     0  con    0  1.0D+00  6.0D-04  2.913D-03  1.012D+01
   92  100     0     0  con    0  1.0D+00  3.3D-04  3.270D-03  1.012D+01
   93  101     0     0  con    0  1.0D+00  1.1D-03  3.709D-03  1.012D+01
   94  102     0     0  con    0  1.0D+00  2.3D-03  3.205D-03  1.012D+01
   95  103     0     0  con    0  1.0D+00  4.2D-03  3.708D-03  1.012D+01
   96  104     0     0  con    0  1.0D+00  1.7D-03  2.825D-03  1.012D+01
   97  105     0     0  con    0  1.0D+00  1.3D-03  1.723D-03  1.012D+01
   98  106     0     0  con    0  1.0D+00  1.8D-03  1.630D-03  1.012D+01
   99  107     0     0  con    0  1.0D+00  3.1D-03  3.142D-03  1.012D+01
  100  108     0     0  con    0  1.0D+00  3.4D-03  1.516D-03  1.012D+01

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total U   18   21     0     0  con    0  1.0D+00  3.1D-01  2.409D+01  2.028D+02
   19   22     0     0  con    0  1.0D+00  9.0Dnseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bo   67   72     0     0  con    0  1.0D+00  5.3D-02  2.449D-01  2.845D+01
   68   73     0     0  con    0  1.0D+00  8.1D-02  2.447D-01  2.840D+01
   69   74     0     0  con    0  1.0D+00  1.7D-01  2.875D-01  2.834D+01
   70   76     0     0  con    1  2.9D-01  6.5D-02  3.363D-01  2.833D+01
   71   77     0     0  con    0  1.0D+00  7.0D-02  1.606D-01  2.831D+01
   72   78     0     0  con    0  1.0D+00  5.1D-02  1.378D-01  2.829D+01
   73   79     0     0  con    0  1.0D+00  7.5D-02  4.128D-01  2.829D+01
   74   80     0     0  con    0  1.0D+00  1.1D-02  1.626D-01  2.827D+01
   75   81     0     0  con    0  1.0D+00  1.1D-02  9.941D-02  2.827D+01
   76   82     0     0  con    0  1.0D+00  2.5D-02  1.053D-01  2.826D+01
   77   83     0     0  con    0  1.0D+00  2.3D-02  1.155D-01  2.825D+01
   78   85     0     0  con    1  4.0D-01  4.3D-02  1.741D-01  2.825D+01
   79   86     0     0  con    0  1.0D+00  3.3D-02  8.657D-02  2.824D+01
   80   87     0     0  con    0  1.0D+00  1.2D-02  6.276D-02  2.824D+01
   81   88     0     0  con    0  1.0D+00  2.1D-02  7.896D-02  2.823D+01
   82   89     0     0  con    0  1.0D+00  1.9D-02  6.676D-02  2.823D+01
   83   91     0     0  con    1  4.2D-01  2.0D-02  1.127D-01  2.823D+01
   84   92     0     0  con    0  1.0D+00  2.2D-02  3.864D-02  2.823D+01
   85   93     0     0  con    0  1.0D+00  5.1D-03  3.120D-02  2.823D+01
   86   94     0     0  con    0  1.0D+00  9.8D-03  3.858D-02  2.823D+01
   87   96     0     0  con    1  3.1D-01  5.9D-03  5.365D-02  2.823D+01
   88   97     0     0  con    0  1.0D+00  5.5D-03  3.685D-02  2.822D+01
   89   98     0     0  con    0  1.0D+00  1.1D-02  3.208D-02  2.822D+01
   90   99     0     0  con    0  1.0D+00  5.4D-03  3.243D-02  2.822D+01
   91  100     0     0  con    0  1.0D+00  1.3D-02  2.908D-02  2.822D+01
   92  102     0     0  con    1  2.3D-01  2.9D-03  5.891D-02  2.822D+01
   93  103     0     0  con    0  1.0D+00  5.3D-03  3.067D-02  2.822D+01
   94  104     0     0  con    0  1.0D+00  4.2D-03  1.379D-02  2.822D+01
   95  105     0     0  con    0  1.0D+00  8.8D-03  2.265D-02  2.822D+01
   96  106     0     0  con    0  1.0D+00  2.4D-03  1.780D-02  2.822D+01
   97  107     0     0  con    0  1.0D+00  1.1D-03  1.676D-02  2.822D+01
   98  108     0     0  con    0  1.0D+00  4.8D-03  1.220D-02  2.822D+01
   99  110     0     0  con    1  3.0D-01  2.2D-03  1.537D-02  2.822D+01
  100  111     0     0  con    0  1.0D+00  3.0D-03  1.394D-02  2.822D+01

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 1.235E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.756D+04  1.217D+04
    1    3     1     0  ---    1  4.6D-06  3.2D-01  1.360D+04  1.036D+04
    2    4     0     0  con    0  1.0D+00  1.1D-01  1.083D+04  7.512D+03
    3    5     0     0  con    0  1.0D+00  4.2D-01  3.230D+03  1.944D+03
    4    6     0     0  con    0  1.0D+00  1.6D-01  1.911D+03  1.178D+03
    5    7     0     0  con    0  1.0D+00  2.2D-01  9.745D+02  6.470D+02
    6    8     0     0  con    0  1.0D+00  2.0D-01  5.779D+02  4.219D+02
    7    9     0     0  con    0  1.0D+00  1.3D-   75   83     0     0  con    0  1.0D+00  7.0D-02  2.187D+00  4.919D+01
   76   84     0     0  con    0  1.0D+00  9.1D-02   49   52     0     0  con    0  1.0D+00  1.9D-01  3.393D-01  1.244D+01
   50   53     0     0  con    0  1.0D+00  1.5D-01  2.461D-01  1.233D+01
   51   54     0     0  con    0  1.0D+00  2.1D-   12   14     0     0  con    0  1.0D+00  3.9D-01  1.421D+01  7.645D+01
   13   15     0     0  con    0  1.0D+00  6.2D-01  6.806D+00  5.262D+01
   14   16     0     0  con    0  1.0D+00  1.3D+00  8.588D+00  2.507D+01
   15   17     0     0  con    0  1.0D+00  1.1D+00  5.305D+00  2.202D+01
   16   18     0     0  con    0  1.0D+00  2.1D-01  1.870D+00  1.776D+01
   17   19     0     0  con    0  1.0D+00  1.4D-01  1.965D+00  1.717D+01
   18   20     0     0  con    0  1.0D+00  2.6D-01  1.980D+00  1.643D+01
   19   21     0     0  con    0  1.0D+00  1.7D-01  1.973D+00  1.585D+01
   20   22     0     0  con    0  1.0D+00  3.7D-01  2.007D+00  1.486D+01
   21   24     0     0  con    1  3.9D-01  2.2D-01  1.454D+00  1.432D+01
   22   25     0     0  con    0  1.0D+00  4.6D-01  1.768D+00  1.364D+01
   23   26     0     0  con    0  1.0D+00  4.4D-01  2.531D+00  1.352D+01
   24   27     0     0  con    0  1.0D+00  7.7D-02  1.378D+00  1.312D+01
   25   28     0     0  con    0  1.0D+00  2.1D-01  1.515D+00  1.278D+01
   26   29     0     0  con    0  1.0D+00  2.9D-01  1.678D+00  1.249D+01
   27   30     0     0  con    0  1.0D+00  4.9D-01  1.783D+00  1.211D+01
   28   31     0     0  con    0  1.0D+00  1.1D-01  1.653D+00  1.187D+01
   29   32     0     0  con    0  1.0D+00  9.1D-01  1.153D+00  1.083D+01
   30   33     0     0  con    0  1.0D+00  1.3D+00  1.070D+00  9.946D+00
   31   34     0     0  con    0  1.0D+00  1.5D+00  9.401D-01  9.005D+00
   32   35     0     0  con    0  1.0D+00  5.2D-01  5.131D-01  8.422D+00
   33   36     0     0  con    0  1.0D+00  1.2D+00  6.041D-01  7.664D+00
   34   37     0     0  con    0  1.0D+00  9.6D-01  1.952D+00  7.369D+00
   35   38     0     0  con    0  1.0D+00  1.3D-01  5.994D-01  6.911D+00
   36   39     0     0  con    0  1.0D+00  2.0D-01  4.266D-01  6.716D+00
   37   40     0     0  con    0  1.0D+00  4.3D-01  6.245D-01  6.381D+00
   38   41     0     0  con    0  1.0D+00  5.9D-01  8.992D-01  6.158D+00
   39   43     0     0  con    1  4.3D-01  2.8D-01  5.686D-01  6.004D+00
   40   44     0     0  con    0  1.0D+00  3.9D-01  3.694D-01  5.849D+00
   41   45     0     0  con    0  1.0D+00  2.3D-01  2.810D-01  5.786D+00
   42   46     0     0  con    0  1.0D+00  1.2D-01  2.000D-01  5.749D+00
   43   47     0     0  con    0  1.0D+00  5.4D-02  1.401D-01  5.719D+00
   44   48     0     0  con    0  1.0D+00  1.6D-01  1.069D-01  5.668D+00
   45   50     0     0  con    1  5.1D-01  8.6D-02  9.015D-02  5.652D+00
   46   51     0     0  con    0  1.0D+00  4.6D-02  4.844D-02  5.642D+00
   47   52     0     0  con    0  1.0D+00  6.9D-02  3.793D-02  5.633D+00
   48   53     0     0  con    0  1.0D+00  5.9D-02  9.236D-02  5.630D+00
   49   54     0     0  con    0  1.0D+00  5.2D-02  3.335D-02  5.626D+00
   50   55     0     0  con    0  1.0D+00  2.7D-02  2.496D-02  5.623D+00
   51   56     0     0  con    0  1.0D+00  3.6D-02  2.432D-02  5.621D+00
   52   57     0     0  con    0  1.0D+00  4.0D-02  2.319D-02  5.621D+00
   53   58     0     0  con    0  1.0D+00  2.3D-02  2.006D-02  5.620D+00
   54   59     0     0  con    0  1.0D+00  9.1D-03  1.495D-02  5.619D+00
   55   60     0     0  con    0  1.0D+00  1.9D-02  1.578D-02  5.619D+00
   56   61     0     0  con    0  1.0D+00  2.1D-02  1.630D-02  5.619D+00
   57   62     0     0  con    0  1.0D+00  3.8D-02  1.543D-02  5.618D+00
   58   63     0     0  con    0  1.0D+00  1.2D-02  6.441D-03  5.618D+00
   59   64     0     0  con    0  1.0D+00  3.7D-03  6.382D-03  5.618D+00
   60   65     0     0  con    0  1.0D+00  7.0D-03  6.696D-03  5.618D+00
   61   66     0     0  con    0  1.0D+00  1.1D-02  7.687D-03  5.618D+00
   62   67     0     0  con    0  1.0D+00  8.1D-03  6.366D-03  5.618D+00
   63   68     0     0  con    0  1.0D+00  5.0D-03  3.601D-03  5.618D+00
   64   69     0     0    20   22     0     0  con    0  1.0D+00  3.3D-01  4.128D+00  4.291D+01
   21   23     0     0  cosub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
p   69   74     0     0  con    0  1.0D+00  3.4D-03  1.154D-03  5.618D+00
   70   75     0     0  con    0  1.0D+00  5.5D-03  1.456D-03  5.618D+00
   71   77     0     0  con    1  4.2D-01  1.8D-03  1.222D-03  5.618D+00
   72   78     0     0  con    0  1.0D+00  5.2D-04  5.342D-04  5.618D+00
   73   79     0     0  con    0  1.0D+00  5.7D-04  5.134D-04  5.618D+00
   74   80     0     0  con    0  1.0D+00  7.4D-04  1.353D-03  5.618D+00
   75   81     0     0  con    0  1.0D+00  7.1D-04  6.007D-04  5.618D+00
   76   82     0     0  con    0  1.0D+00  2.2D-04  3.216D-04  5.618D+00
   77   83     0     0  con    0  1.0D+00  3.1D-04  2.300D-04  5.618D+00
   78   84     0     0  con    0  1.0D+00  4.0D-04  2.622D-04  5.618D+00
   79   85     0     0  con    0  1.0D+00  9.0D-04  5.310D-04  5.618D+00
   80   86     0     0  con    0  1.0D+00  1.9D-04  1.616D-04  5.618D+00
   81   87     0     0  con    0  1.0D+00  6.5D-05  1.824D-04  5.618D+00
   82   88     0     0  con    0  1.0D+00  1.3D-04  1.843D-04  5.618D+00
   83   89     0     0  con    0  1.0D+00  3.1D-04  1.714D-04  5.618D+00
   84   91     0     0  con    1  4.5D-01  2.4D-04  2.194D-04  5.618D+00
   85   92     0     0  con    0  1.0D+00  2.1D-04  1.423D-04  5.618D+00
   86   93     0     0  con    0  1.0D+00  1.5D-04  1.012D-04  5.618D+00
   87   94     0     0  con    0  1.0D+00  2.2D-04  2.103D-04  5.618D+00
   88   95     0     0  con    0  1.0D+00  3.8D-05  7.244D-05  5.618D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.052E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.642D+04  1.217D+04
    1    2     1     0  ---    0  2.8D-05  1.0D+00  3.463D+03  5.265D+03
    2    4     0     0  con    1  3.9D-01  2.4D-01  1.575D+03  1.395D+03
    3    6     0     0  con    1  4.5D-01  5.4D-02  1.350D+03  9.989D+02
    4    7     0     0  con    0  1.0D+00  8.3D-02  9.408D+02  8.623D+02
    5    8     0     0  con    0  1.0D+00  5.7D-02  8.820D+02  7.350D+02
    6    9     0     0  con    0  1.0D+00  2.3D-01  5.212D+02  4.861D+02
    7   10     0     0  con    0  1.0D+00  2.5D-01  3.054D+02  3.342D+02
    8   11     0     0  con    0  1.0D+00  2.9D-01  1.583D+02  2.277D+02
    9   12     0     0  con    0  1.0D+00  4.2D-01  1.065D+02  1.310D+02
   10   13     0     0  con    0  1.0D+00  3.8D-01  6.367D+01  7.699D+01
   11   14     0     0  con    0  1.0D+00  5.7D-01  2.912D+01  4.198D+01
   12   15     0     0  con    0  1.0D+00  2.1D-01  1.924D+01  3.383D+01
   13   16     0     0  con    0  1.0D+00  4.4D-01  9.713D+00  2.398D+01
   14   17     0     0  con    0  1.0D+00  3.8D-01  5.928D+00  1.861D+01
   15   18     0     0  con    0  1.0D+00  1.6D-01  5.406D+00  1.609D+01
   16   20     0     0  con    1  3.4D-01  8.5D-02  4.534D+00  1.543D+01
   17   21     0     0  con    0  1.0D+00  7.7D-02  3.351D+00  1.479D+01
   18   22     0     0  con    0  1.0D+00  1.8D-01  2.767D+00  1.399D+01
   19   23     0     0  con    0  1.0D+00  1.6D-01  2.554D+00  1.346D+01
   20   24     0     0  con    0  1.0D+00  2.5D-01  2.424D+00  1.279D+01
   21   25     0     0  con    0  1.0D+00  1.3D-   77   83     0     0  con    1  3.3D-01  6.7D-03   50   54     0     0  con    0  1.0D+00  3.4D-01  1.425D+00  6.109D+01
   51   55     0     0  con    0  1.0D+00  4.3D-01  1.779D+00  6.048D+01
   52   56     0     0  con    0  1.0D+00  2.6D-01  2.858D+00  5.985D+01
   53   57     0     0  con    0  1.0D+00  1.6D-   26   30     0     0  con    0  1.0D+00  1.6D-01  2.713D+00  1.134D+01
   27   31     0     0  con    0  1.0D+00  1.1D-01  2.773D+00  1.116D+01
   28   33     0     0  con    1  1.5D-01  7.3D-02  3.028D+00  1.112D+01
   29   34     0     0  con    0  1.0D+00  7.7D-02  2.442D+00  1.095D+01
   30   35     0     0  con    0  1.0D+00  6.2D-02  2.441D+00  1.084D+01
   31   36     0     0  con    0  1.0D+00  5.2D-02  2.359D+00  1.075D+01
   32   37     0     0  con    0  1.0D+00  7.2D-02  2.236D+00  1.062D+01
   33   38     0     0  con    0  1.0D+00  1.2D-01  2.077D+00  1.042D+01
   34   39     0     0  con    0  1.0D+00  1.1D-01  1.870D+00  1.026D+01
   35   41     0     0  con    1  2.7D-01  5.5D-02  1.805D+00  1.019D+01
   36   42     0     0  con    0  1.0D+00  6.6D-02  1.708D+00  1.008D+01
   37   43     0     0  con    0  1.0D+00  1.7D-01  1.811D+00  9.804D+00
   38   44     0     0  con    0  1.0D+00  2.8D-01  1.909D+00  9.591D+00
   39   45     0     0  con    0  1.0D+00  9.4D-02  2.025D+00  9.446D+00
   40   46     0     0  con    0  1.0D+00  1.9D-01  1.625D+00  9.117D+00
   41   47     0     0  con    0  1.0D+00  1.6D-01  1.535D+00  8.950D+00
   42   48     0     0  con    0  1.0D+00  1.9D-01  1.512D+00  8.652D+00
   43   50     0     0  con    1  5.1D-01  8.5D-02  1.301D+00  8.520D+00
   44   51     0     0  con    0  1.0D+00  9.7D-02  1.347D+00  8.463D+00
   45   52     0     0  con    0  1.0D+00  1.7D-01  1.606D+00  8.247D+00
   46   53     0     0  con    0  1.0D+00  1.4D-01  1.683D+00  8.062D+00
   47   54     0     0  con    0  1.0D+00  1.2D-01  1.701D+00  7.910D+00
   48   55     0     0  con    0  1.0D+00  1.7D-01  1.703D+00  7.623D+00
   49   56     0     0  con    0  1.0D+00  5.2D-01  1.715D+00  7.166D+00
   50   58     0     0  con    1  2.7D-01  1.1D-01  1.748D+00  7.003D+00
   51   59     0     0  con    0  1.0D+00  9.0D-02  1.524D+00  6.815D+00
   52   60     0     0  con    0  1.0D+00  1.8D-01  1.534D+00  6.692D+00
   53   61     0     0  con    0  1.0D+00  4.6D-01  2.329D+00  6.446D+00
   54   62     0     0  con    0  1.0D+00  3.2D-01  3.901D+00  6.296D+00
   55   63     0     0  con    0  1.0D+00  1.4D-01  1.363D+00  6.074D+00
   56   64     0     0  con    0  1.0D+00  1.5D-01  1.399D+00  5.967D+00
   57   65     0     0  con    0  1.0D+00  2.3D-01  1.386D+00  5.860D+00
   58   66     0     0  con    0  1.0D+00  2.6D-01  1.230D+00  5.601D+00
   59   67     0     0  con    0  1.0D+00  7.8D-01  1.197D+00  5.145D+00
   60   68     0     0  con    0  1.0D+00  5.0D-01  1.443D+00  4.734D+00
   61   69     0     0  con    0  1.0D+00  4.7D-01  1.394D+00  4.331D+00
   62   71     0     0  con    1  9.9D-02  4.1D-01  1.068D+00  4.132D+00
   63   72     0     0  con    0  1.0D+00  4.4D-01  1.157D+00  3.923D+00
   64   74     0     0  con    1  2.6D-01  2.9D-01  7.031D-01  3.701D+00
   65   75     0     0  con    0  1.0D+00  5.3D-01  8.367D-01  3.482D+00
   66   77     0     0  con    1  2.6D-01  5.2D-01  1.556D+00  3.419D+00
   67   78     0     0  con    0  1.0D+00  1.0D-01  6.622D-01  3.299D+00
   68   79     0     0  con    0  1.0D+00  7.1D-02  7.143D-01  3.236D+00
   69   80     0     0  con    0  1.0D+00  6.9D-02  7.177D-01  3.172D+00
   70   81     0     0  con    0  1.0D+00  4.3D-01  5.308D-01  2.752D+00
   71   82     0     0  con    0  1.0D+00  5.4D-01  4.298D-01  2.470D+00
   72   83     0     0  con    0  1.0D+00  8.3D-01  1.991D+00  2.191D+00
   73   84     0     0  con    0  1.0D+00  2.5D-01  9.714D-01  2.093D+00
   74   85     0     0  con    0  1.0D+00  6.9D-02  4.362D-01  2.044D+00
   75   86     0     0  con    0  1.0D+00  2.7D-01  4.297D-01  1.994D+00
   76   87     0     0  con    0  1.0D+00  1.9D-01  5.047D-01  1.921D+00
   77   88     0     0  con    0  1.0D+00  2.7D-01  1.854D+00  1.847D+00
   78   89     0     0    22   25             con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =              83   95     0     0  con    1  2.3D-01  7.4D-02  4.172D-01  1.431D+00
   84   97     0     0  con    1  4.3D-01  1.3D-01  6.182D-01  1.380D+00
   85   98     0     0  con    0  1.0D+00  4.5D-02  3.287D-01  1.357D+00
   86   99     0     0  con    0  1.0D+00  9.2D-02  2.701D-01  1.335D+00
   87  100     0     0  con    0  1.0D+00  2.8D-02  3.531D-01  1.322D+00
   88  101     0     0  con    0  1.0D+00  4.4D-02  4.069D-01  1.300D+00
   89  103     0     0  con    1  3.3D-01  9.9D-02  4.267D-01  1.281D+00
   90  104     0     0  con    0  1.0D+00  2.1D-01  2.867D-01  1.235D+00
   91  106     0     0  con    1  5.1D-01  8.7D-02  3.990D-01  1.199D+00
   92  107     0     0  con    0  1.0D+00  1.5D-01  2.161D-01  1.179D+00
   93  108     0     0  con    0  1.0D+00  2.6D-02  2.026D-01  1.174D+00
   94  109     0     0  con    0  1.0D+00  3.8D-01  2.053D-01  1.119D+00
   95  112     0     0  con    2  6.0D-02  6.1D-02  2.363D-01  1.113D+00
   96  113     0     0  con    0  1.0D+00  9.4D-02  2.452D-01  1.098D+00
   97  115     0     0  con    1  3.6D-01  1.2D-01  2.468D-01  1.091D+00
   98  116     0     0  con    0  1.0D+00  5.3D-02  1.725D-01  1.086D+00
   99  117     0     0  con    0  1.0D+00  3.1D-02  2.097D-01  1.082D+00
  100  118     0     0  con    0  1.0D+00  3.2D-02  2.421D-01  1.077D+00

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 1.315E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          875     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.723D+04  1.217D+04
    1    3     1     0  ---    1  4.6D-06  3.1D-01  1.324D+04  1.088D+04
    2    4     0     0  con    0  1.0D+00  1.1D-01  1.059D+04  8.057D+03
    3    5     0     0  con    0  1.0D+00  4.3D-01  3.201D+03  2.094D+03
    4    6     0     0  con    0  1.0D+00  1.5D-01  2.028D+03  1.410D+03
    5    7     0     0  con    0  1.0D+00  2.3D-01  1.058D+03  8.684D+02
    6    8     0     0  con    0  1.0D+00  2.0D-01  6.830D+02  6.265D+02
    7    9     0     0  con    0  1.0D+00  3.1D-01  2.708D+02  3.848D+02
